Brasil e Município;Alfafa fenada;Algodão arbóreo (em caroço);Algodão herbáceo (em caroço);Amendoim (em casca);Banana (cacho);Batata-doce;Batata-inglesa;Cacau (em amêndoa);Café (em grão) Total;Café (em grão) Arábica;Café (em grão) Canephora;Caju;Castanha de caju;Erva-mate (folha verde);Fava (em grão);Feijão (em grão);Girassol (em grão);Guaraná (semente);Juta (fibra);Malva (fibra);Mamona (baga);Mandioca;Manga;Melancia;Melão;Milho (em grão);Noz (fruto seco);Pimenta-do-reino;Soja (em grão);Sorgo (em grão);Tomate;Trigo (em grão);Triticale (em grão);Tungue (fruto seco);Urucum (semente);Uva
Monte Alegre (RN);...;-;-;-;40;220;-;-;-;-;-;...;110;-;-;100;-;-;-;-;-;120;-;-;-;130;-;-;-;-;-;-;-;-;-;-
Monte das Gameleiras (RN);...;-;-;-;5;2;-;-;-;-;-;...;50;-;3;50;-;-;-;-;-;4;15;-;-;30;-;-;-;-;-;-;-;-;-;-
Mossoró (RN);...;-;-;-;15;-;-;-;-;-;-;...;3700;-;-;1000;-;-;-;-;-;50;100;2500;8300;1000;-;-;-;-;-;-;-;-;-;-
Nova Cruz (RN);...;-;-;-;-;30;-;-;-;-;-;...;20;-;10;10;-;-;-;-;-;450;16;-;-;30;-;-;-;-;-;-;-;-;-;-
Olho d'Água do Borges (RN);...;-;-;-;-;-;-;-;-;-;-;...;12;-;-;500;-;-;-;-;-;-;-;-;-;520;-;-;-;-;-;-;-;-;-;-
Ouro Branco (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;90;-;-;-;-;-;-;20;6;-;20;-;-;-;-;-;-;-;-;-;-
Paraná (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;290;-;-;-;-;-;-;-;-;-;400;-;-;-;-;-;-;-;-;-;-
Paraú (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;80;-;-;-;-;-;-;-;1;-;100;-;-;-;-;-;-;-;-;-;-
Parazinho (RN);...;-;-;-;-;250;-;-;-;-;-;...;10;-;-;105;-;-;-;-;-;20;-;-;10;790;-;-;-;-;10;-;-;-;-;-
Parelhas (RN);...;-;2;-;-;-;-;-;-;-;-;...;6;-;-;139;-;-;-;-;-;-;2;5;-;139;-;-;-;-;-;-;-;-;-;-
Passa e Fica (RN);...;-;-;-;3;2;-;-;-;-;-;...;75;-;10;50;-;-;-;-;-;500;5;-;-;20;-;-;-;-;-;-;-;-;-;-
Passagem (RN);...;-;-;-;-;5;-;-;-;-;-;...;-;-;-;50;-;-;-;-;-;40;-;-;-;20;-;-;-;-;-;-;-;-;-;-
Patu (RN);...;-;-;-;4;10;-;-;-;-;-;...;4;-;-;245;-;-;-;-;-;-;-;-;-;210;-;-;-;-;-;-;-;-;-;-
Santa Maria (RN);...;-;-;-;-;2;-;-;-;-;-;...;-;-;5;300;-;-;-;-;-;10;-;-;-;300;-;-;-;-;-;-;-;-;-;-
Pau dos Ferros (RN);...;-;2;-;3;3;-;-;-;-;-;...;18;-;-;500;-;-;-;-;-;-;3;-;-;617;-;-;-;-;-;-;-;-;-;-
Pedra Grande (RN);...;-;-;-;-;100;-;-;-;-;-;...;5;-;-;300;-;-;-;-;-;-;-;40;-;400;-;-;-;-;-;-;-;-;-;-
Pedra Preta (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;160;-;-;-;-;-;80;-;-;-;120;-;-;-;-;-;-;-;-;-;-
Pedro Avelino (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;300;-;-;-;-;-;-;-;3;-;104;-;-;-;-;-;-;-;-;-;-
Pendências (RN);...;-;2;-;8;8;-;-;-;-;-;...;5;-;-;400;-;-;-;-;-;4;30;6;3;300;-;-;-;-;-;-;-;-;-;-
Pilões (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;130;-;-;-;-;-;-;-;-;-;250;-;-;-;-;-;-;-;-;-;-
Poço Branco (RN);...;-;-;-;-;620;-;-;-;-;-;...;250;-;-;400;-;-;-;-;-;550;12;-;-;400;-;-;-;-;30;-;-;-;-;-
Portalegre (RN);...;-;-;-;-;5;-;-;-;-;-;...;300;-;-;80;-;-;-;-;-;40;3;-;-;120;-;-;-;-;-;-;-;-;-;-
Porto do Mangue (RN);...;-;-;-;-;-;-;-;-;-;-;...;800;-;-;231;-;-;-;-;-;-;-;151;-;30;-;-;-;-;-;-;-;-;-;-
Serra Caiada (RN);...;-;-;-;1;6;-;-;-;-;-;...;90;-;-;50;-;-;-;-;-;30;1;-;-;500;-;-;-;-;-;-;-;-;-;-
Pureza (RN);...;-;-;-;670;20;-;-;-;-;-;...;150;-;-;150;-;-;-;-;-;1625;16;6;-;100;-;-;-;-;-;-;-;-;-;-
Rafael Fernandes (RN);...;-;-;-;1;-;-;-;-;-;-;...;-;-;-;150;-;-;-;-;-;-;2;-;-;200;-;-;-;-;-;-;-;-;-;-
Rafael Godeiro (RN);...;-;-;-;3;10;-;-;-;-;-;...;9;-;6;200;-;-;-;-;-;-;4;19;-;200;-;-;-;-;9;-;-;-;-;-
Riacho da Cruz (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;98;-;-;-;-;-;-;-;-;-;125;-;-;-;-;-;-;-;-;-;-
Riacho de Santana (RN);...;-;-;-;-;-;-;-;-;-;-;...;4;-;-;70;-;-;-;-;-;-;1;1;-;73;-;-;-;-;12;-;-;-;-;-
Riachuelo (RN);...;-;-;-;-;2;-;-;-;-;-;...;1;-;10;400;-;-;-;-;-;100;3;-;-;450;-;-;-;-;-;-;-;-;-;-
Rodolfo Fernandes (RN);...;-;-;-;-;-;-;-;-;-;-;...;20;-;-;134;-;-;-;-;-;-;2;-;-;72;-;-;-;-;-;-;-;-;-;-
Tibau (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;320;-;-;-;-;-;-;-;-;2500;200;-;-;-;-;-;-;-;-;-;-
Ruy Barbosa (RN);...;-;-;-;1;1;-;-;-;-;-;...;12;-;4;32;-;-;-;-;-;-;11;-;-;40;-;-;-;-;-;-;-;-;-;-
Santa Cruz (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;320;-;-;-;-;-;-;10;-;-;360;-;-;-;-;-;-;-;-;-;-
Santana do Matos (RN);...;-;-;-;-;50;-;-;-;-;-;...;150;-;40;1470;-;-;-;-;-;80;-;3;-;700;-;-;-;-;-;-;-;-;-;-
Santana do Seridó (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;120;-;-;-;-;-;-;-;-;-;50;-;-;-;-;2;-;-;-;-;-
Santo Antônio (RN);...;-;-;-;-;15;-;-;-;-;-;...;150;-;-;50;-;-;-;-;-;2000;7;-;-;1500;-;-;-;-;-;-;-;-;-;-
São Bento do Norte (RN);...;-;-;-;10;12;-;-;-;-;-;...;-;-;-;100;-;-;-;-;-;-;-;5;2;100;-;-;-;-;-;-;-;-;-;-
São Bento do Trairí (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;450;-;-;-;-;-;-;5;-;-;540;-;-;-;-;-;-;-;-;-;-
São Fernando (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;80;-;-;-;-;-;-;-;6;-;130;-;-;-;-;-;-;-;-;-;-
São Francisco do Oeste (RN);...;-;-;-;-;2;-;-;-;-;-;...;8;-;-;85;-;-;-;-;-;-;1;-;-;280;-;-;-;-;-;-;-;-;-;-
São João do Sabugi (RN);...;-;-;-;2;8;-;-;-;-;-;...;4;-;-;160;-;-;-;-;-;-;20;5;-;200;-;-;-;-;-;-;-;-;-;-
São José do Campestre (RN);...;-;-;-;2;1;-;-;-;-;-;...;10;-;20;100;-;-;-;-;-;10;5;-;-;200;-;-;-;-;-;-;-;-;-;-
São José do Seridó (RN);...;-;12;-;-;-;-;-;-;-;-;...;2;-;-;30;-;-;-;-;-;-;5;25;-;16;-;-;-;-;-;-;-;-;-;-
São Miguel (RN);...;-;-;-;10;15;-;-;-;-;-;...;3;-;150;800;-;-;-;-;-;12;-;-;-;2184;-;2;-;-;5;-;-;-;-;-
São Miguel do Gostoso (RN);...;-;-;-;80;200;-;-;-;-;-;...;176;-;-;600;-;-;-;-;-;620;2;-;15;800;-;-;-;-;40;-;-;-;-;-
São Paulo do Potengi (RN);...;-;-;-;4;4;-;-;-;-;-;...;40;-;25;600;-;-;-;-;-;20;2;-;-;700;-;-;-;-;-;-;-;-;-;-
São Pedro (RN);...;-;-;-;-;1;-;-;-;-;-;...;250;-;5;280;-;-;-;-;-;300;36;-;-;400;-;-;-;-;-;-;-;-;-;-
São Rafael (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;12;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-
São Tomé (RN);...;-;-;-;4;1;-;-;-;-;-;...;25;-;8;90;-;-;-;-;-;-;10;-;-;100;-;-;-;-;-;-;-;-;-;-
São Vicente (RN);...;-;-;-;-;20;-;-;-;-;-;...;250;-;70;420;-;-;-;-;-;17;3;-;-;420;-;-;-;-;-;-;-;-;-;-
Senador Elói de Souza (RN);...;-;-;-;2;4;-;-;-;-;-;...;75;-;5;300;-;-;-;-;-;700;2;-;-;300;-;-;-;-;-;-;-;-;-;-
Serra de São Bento (RN);...;-;-;-;1;4;-;-;-;-;-;...;8;-;150;450;-;-;-;-;-;5;10;-;-;700;-;-;-;-;-;-;-;-;-;-
Serra do Mel (RN);...;-;-;-;-;-;-;-;-;-;-;...;20000;-;-;6100;-;-;-;-;-;-;-;5200;-;375;-;-;-;-;-;-;-;-;-;-
Serra Negra do Norte (RN);...;-;-;-;3;-;-;-;-;-;-;...;-;-;-;15;-;-;-;-;-;-;10;50;-;15;-;-;-;-;-;-;-;-;-;-
Serrinha (RN);...;-;-;-;-;-;-;-;-;-;-;...;20;-;-;20;-;-;-;-;-;280;-;-;-;30;-;-;-;-;-;-;-;-;-;-
Serrinha dos Pintos (RN);...;-;-;-;1;-;-;-;-;-;-;...;-;-;5;150;-;-;-;-;-;5;2;-;-;240;-;-;-;-;-;-;-;-;-;-
Severiano Melo (RN);...;-;7;-;-;-;-;-;-;-;-;...;300;-;-;900;-;-;-;-;-;-;-;-;-;112;-;-;-;-;-;-;-;-;-;-
Sítio Novo (RN);...;-;-;-;4;4;-;-;-;-;-;...;14;-;30;10;-;-;-;-;-;2;1;-;-;50;-;-;-;-;-;-;-;-;-;-
Taboleiro Grande (RN);...;-;-;-;1;-;-;-;-;-;-;...;-;-;-;125;-;-;-;-;-;-;2;-;-;100;-;-;-;-;-;-;-;-;-;-
Taipu (RN);...;-;-;-;-;20;-;-;-;-;-;...;180;-;-;200;-;-;-;-;-;220;20;5;-;250;-;-;-;10;-;-;-;-;-;-
Tangará (RN);...;-;-;-;1;1;-;-;-;-;-;...;40;-;10;10;-;-;-;-;-;8;3;-;-;10;-;-;-;-;-;-;-;-;-;-
Tenente Ananias (RN);...;-;-;-;1;-;-;-;-;-;-;...;2;-;-;40;-;-;-;-;-;-;1;-;-;128;-;-;-;-;-;-;-;-;-;-
Tenente Laurentino Cruz (RN);...;-;-;-;-;60;-;-;-;-;-;...;1000;-;300;160;-;-;-;-;-;250;5;3;-;1000;-;-;-;-;-;-;-;-;-;-
Timbaúba dos Batistas (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;40;-;-;-;-;-;-;1;-;-;45;-;-;-;-;-;-;-;-;-;-
Touros (RN);...;-;256;-;900;1330;-;-;-;-;-;...;800;-;-;370;-;-;-;-;-;1850;40;80;-;400;-;-;-;-;-;-;-;-;-;-
Triunfo Potiguar (RN);...;-;-;-;-;-;-;-;-;-;-;...;50;-;50;80;-;-;-;-;-;2;-;-;-;40;-;-;-;-;-;-;-;-;-;-
Umarizal (RN);...;-;-;-;8;-;-;-;-;-;-;...;20;-;-;264;-;-;-;-;-;-;8;-;-;260;-;-;-;-;-;-;-;-;-;-
Upanema (RN);...;-;-;-;50;10;-;-;-;-;-;...;-;-;-;570;-;-;-;-;-;-;30;120;100;500;-;-;-;-;-;-;-;-;-;-
Várzea (RN);...;-;-;-;-;30;-;-;-;-;-;...;-;-;-;50;-;-;-;-;-;10;-;-;-;50;-;-;-;-;-;-;-;-;-;-
Venha-Ver (RN);...;-;-;-;15;-;-;-;-;-;-;...;5;-;80;150;-;-;-;-;-;10;2;-;-;300;-;-;-;-;5;-;-;-;-;-
Vera Cruz (RN);...;-;-;-;-;300;-;-;-;-;-;...;-;-;-;55;-;-;-;-;-;1500;-;-;-;150;-;-;-;-;-;-;-;-;-;-
Viçosa (RN);...;-;-;-;-;5;-;-;-;-;-;...;5;-;-;80;-;-;-;-;-;-;5;-;-;120;-;-;-;-;-;-;-;-;-;-
Água Branca (PB);...;-;-;-;5;6;-;-;-;-;-;...;20;-;20;615;-;-;-;-;-;17;6;-;-;1100;-;-;-;-;-;-;-;-;-;-
Aguiar (PB);...;-;-;-;-;6;-;-;-;-;-;...;-;-;-;250;-;-;-;-;-;-;-;-;-;300;-;-;-;-;-;-;-;-;-;-
Alagoa Grande (PB);...;-;5;-;300;20;-;-;-;-;-;...;7;-;1000;1320;-;-;-;-;-;90;3;-;-;1200;-;-;-;-;-;-;-;-;-;-
Alagoa Nova (PB);...;-;-;-;2400;140;-;-;-;-;-;...;70;-;250;610;-;-;-;-;-;80;30;-;-;300;-;-;-;-;-;-;-;-;2;-
Alagoinha (PB);...;-;4;-;145;25;-;-;-;-;-;...;40;-;160;315;-;-;-;-;-;150;15;-;-;300;-;-;-;-;-;-;-;-;35;-
Alcantil (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;50;400;-;-;-;-;-;-;-;-;-;200;-;-;-;-;-;-;-;-;-;-
Algodão de Jandaíra (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;120;-;-;-;-;-;-;-;-;-;65;-;-;-;-;-;-;-;-;-;-
São João do Rio do Peixe (PB);...;-;20;-;18;50;-;-;-;-;-;...;-;-;-;250;-;-;-;-;-;-;-;-;-;4500;-;-;-;-;-;-;-;-;-;-
Amparo (PB);...;-;-;-;-;2;-;-;-;-;-;...;-;-;-;120;-;-;-;-;-;-;-;-;-;80;-;-;-;-;-;-;-;-;-;-
Aparecida (PB);...;-;-;-;60;5;-;-;-;-;-;...;-;-;-;200;-;-;-;-;-;-;-;-;-;300;-;-;-;-;-;-;-;-;-;-
Araçagi (PB);...;-;-;-;55;100;-;-;-;-;-;...;-;-;350;570;-;-;-;-;-;600;15;-;-;600;-;4;-;-;-;-;-;-;15;-
Arara (PB);...;-;-;-;-;20;-;-;-;-;-;...;4;-;115;1150;-;-;-;-;-;110;-;-;-;1200;-;-;-;-;-;-;-;-;-;-
Araruna (PB);...;-;21;-;-;20;-;-;-;-;-;...;15;-;155;2000;-;-;-;-;-;280;25;-;-;1300;-;-;-;-;-;-;-;-;-;-
Areia (PB);...;-;-;-;900;50;-;-;-;-;-;...;5;-;88;882;-;-;-;-;-;65;5;-;-;480;-;-;-;-;-;-;-;-;-;-
Areia de Baraúnas (PB);...;-;-;-;2;5;-;-;-;-;-;...;-;-;-;155;-;-;-;-;-;2;2;-;-;210;-;-;-;-;-;-;-;-;-;-
Areial (PB);...;-;-;-;-;40;-;-;-;-;-;...;-;-;35;1000;-;-;-;-;-;55;-;-;-;435;-;-;-;-;-;-;-;-;-;-
Aroeiras (PB);...;-;-;-;2;4;-;-;-;-;-;...;-;-;80;300;-;-;-;-;-;3;2;-;-;250;-;-;-;-;-;-;-;-;-;-
Assunção (PB);...;-;-;-;-;5;-;-;-;-;-;...;25;-;20;250;-;-;-;-;-;-;-;-;-;250;-;-;-;-;-;-;-;-;-;-
Bananeiras (PB);...;-;-;-;1350;45;-;-;-;-;-;...;40;-;115;900;-;-;-;-;-;380;20;-;-;350;-;-;-;-;-;-;-;-;4;-
Baraúna (PB);...;-;-;-;-;-;-;-;-;-;-;...;35;-;40;250;-;-;-;-;-;-;-;-;-;340;-;-;-;-;-;-;-;-;-;-
Barra de Santana (PB);...;-;1;-;-;5;-;-;-;-;-;...;-;-;8;60;-;-;-;-;-;-;2;-;-;250;-;-;-;-;30;-;-;-;-;-
Barra de Santa Rosa (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;320;1400;-;-;-;-;-;-;-;-;-;1600;-;-;-;-;-;-;-;-;-;-
Barra de São Miguel (PB);...;-;-;-;20;15;-;-;-;-;-;...;-;-;10;150;-;-;-;-;-;-;2;-;-;75;-;-;-;-;70;-;-;-;-;-
Belém (PB);...;-;-;-;20;10;-;-;-;-;-;...;50;-;100;220;-;-;-;-;-;280;20;-;-;300;-;8;-;-;-;-;-;-;12;-
Belém do Brejo do Cruz (PB);...;-;5;-;-;-;-;-;-;-;-;...;-;-;-;72;-;-;-;-;-;-;-;-;-;152;-;-;-;-;-;-;-;-;-;-
Bernardino Batista (PB);...;-;-;-;4;-;-;-;-;-;-;...;15;-;-;250;-;-;-;-;-;10;-;-;-;280;-;-;-;-;-;-;-;-;-;-
Boa Ventura (PB);...;-;-;-;-;4;-;-;-;-;-;...;-;-;-;250;-;-;-;-;-;-;-;-;-;350;-;-;-;-;-;-;-;-;-;-
Boa Vista (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;5;50;-;-;-;-;-;-;-;-;-;120;-;-;-;-;-;-;-;-;-;-
Bom Jesus (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;190;-;-;-;-;-;-;-;-;-;190;-;-;-;-;-;-;-;-;-;-
Bom Sucesso (PB);...;-;-;-;-;4;-;-;-;-;-;...;-;-;-;198;-;-;-;-;-;-;-;-;-;412;-;-;-;-;-;-;-;-;-;-
Bonito de Santa Fé (PB);...;-;-;-;4;20;-;-;-;-;-;...;-;-;40;540;-;-;-;-;-;-;-;-;-;700;-;-;-;-;-;-;-;-;-;-
Boqueirão (PB);...;-;-;-;3;80;-;-;-;-;-;...;-;-;10;190;-;-;-;-;-;-;3;-;-;300;-;-;-;-;30;-;-;-;-;-
Igaracy (PB);...;-;-;-;-;5;-;-;-;-;-;...;-;-;-;216;-;-;-;-;-;-;-;-;-;319;-;-;-;-;-;-;-;-;-;-
Borborema (PB);...;-;-;-;700;25;-;-;-;-;-;...;40;-;30;240;-;-;-;-;-;230;5;-;-;90;-;-;-;-;-;-;-;-;5;-
Brejo do Cruz (PB);...;-;3;-;-;4;-;-;-;-;-;...;-;-;-;80;-;-;-;-;-;-;-;-;-;180;-;-;-;-;-;-;-;-;-;-
Brejo dos Santos (PB);...;-;2;-;-;-;-;-;-;-;-;...;-;-;-;20;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-
Cabaceiras (PB);...;-;-;-;3;20;-;-;-;-;-;...;-;-;4;25;-;-;-;-;-;-;2;-;-;80;-;-;-;-;25;-;-;-;-;-
Cachoeira dos Índios (PB);...;-;-;-;4;-;-;-;-;-;-;...;-;-;8;380;-;-;-;-;-;-;-;-;-;400;-;-;-;-;-;-;-;-;-;-
Cacimba de Areia (PB);...;-;-;-;-;5;-;-;-;-;-;...;-;-;-;285;-;-;-;-;-;-;2;2;-;420;-;-;-;-;-;-;-;-;-;-
Cacimba de Dentro (PB);...;-;10;-;-;8;-;-;-;-;-;...;20;-;75;2400;-;-;-;-;-;45;-;-;-;1500;-;-;-;-;-;-;-;-;-;-
Cacimbas (PB);...;-;12;-;-;15;-;-;-;-;-;...;10;-;80;800;-;-;-;-;-;15;-;10;-;900;-;-;-;-;4;-;-;-;-;-
Caiçara (PB);...;-;1;-;4;50;-;-;-;-;-;...;25;-;70;70;-;-;-;-;-;80;10;-;-;150;-;-;-;-;-;-;-;-;-;-
Cajazeiras (PB);...;-;-;-;8;-;-;-;-;-;-;...;-;-;-;120;-;-;-;-;-;-;5;-;-;270;-;-;-;-;-;-;-;-;-;-
Cajazeirinhas (PB);...;-;-;-;6;4;-;-;-;-;-;...;-;-;-;104;-;-;-;-;-;-;-;-;-;104;-;-;-;-;-;-;-;-;-;-
Caldas Brandão (PB);...;-;-;4;-;15;-;-;-;-;-;...;5;-;68;133;-;-;-;-;-;200;5;-;-;100;-;-;-;-;-;-;-;-;-;-
Camalaú (PB);...;-;-;-;-;3;-;-;-;-;-;...;4;-;-;25;-;-;-;-;-;-;4;-;-;25;-;-;-;-;-;-;-;-;-;-
Campina Grande (PB);...;-;15;-;15;20;-;-;-;-;-;...;-;-;300;1500;-;-;-;-;-;60;8;-;-;2000;-;-;-;-;60;-;-;-;-;-
Caraúbas (PB);...;-;-;-;1;5;-;-;-;-;-;...;-;-;-;-;-;-;-;-;-;3;1;4;-;-;-;-;-;-;-;-;-;-;-;-
Carrapateira (PB);...;-;-;-;-;1;-;-;-;-;-;...;-;-;-;30;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-
Casserengue (PB);...;-;-;-;-;8;-;-;-;-;-;...;-;-;70;3300;-;-;-;-;-;-;-;-;-;2000;-;-;-;-;-;-;-;-;-;-
Catingueira (PB);...;-;-;-;-;5;-;-;-;-;-;...;-;-;-;200;-;-;-;-;-;-;2;5;-;600;-;-;-;-;-;-;-;-;-;-
Catolé do Rocha (PB);...;-;16;-;2;2;-;-;-;-;-;...;-;-;-;300;-;-;-;-;-;-;5;-;-;300;-;-;-;-;-;-;-;-;-;-
Caturité (PB);...;-;-;-;2;10;-;-;-;-;-;...;-;-;15;215;-;-;-;-;-;-;-;-;-;600;-;-;-;-;3;-;-;-;-;-
Conceição (PB);...;-;-;-;-;230;-;-;-;-;-;...;-;-;12;900;-;-;-;-;-;5;3;-;-;900;-;-;-;-;5;-;-;-;-;-
Condado (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;108;-;-;-;-;-;-;-;-;-;108;-;-;-;-;-;-;-;-;-;-
Congo (PB);...;-;-;-;9;15;-;-;-;-;-;...;5;-;4;110;-;-;-;-;-;12;3;5;-;110;-;-;-;-;70;-;-;-;-;-
Coremas (PB);...;-;-;-;5;5;-;-;-;-;-;...;-;-;-;200;-;-;-;-;-;-;5;-;-;400;-;-;-;-;-;-;-;-;-;-
Coxixola (PB);...;-;2;-;-;5;-;-;-;-;-;...;-;-;-;25;-;-;-;-;-;-;-;-;-;35;-;-;-;-;3;-;-;-;-;-
Cubati (PB);...;-;-;-;-;-;-;-;-;-;-;...;4;-;25;600;-;-;-;-;-;-;-;-;-;600;-;-;-;-;-;-;-;-;-;-
Cuité (PB);...;-;-;-;-;-;-;-;-;-;-;...;170;-;120;850;-;-;-;-;-;20;-;-;-;1500;-;-;-;-;-;-;-;-;-;-
Cuitegi (PB);...;-;-;-;20;12;-;-;-;-;-;...;40;-;50;70;-;-;-;-;-;100;12;-;-;80;-;-;-;-;-;-;-;-;10;-
Cuité de Mamanguape (PB);...;-;-;-;20;60;-;-;-;-;-;...;12;-;100;110;-;-;-;-;-;100;12;-;-;80;-;-;-;-;-;-;-;-;4;-
Curral Velho (PB);...;-;-;-;-;5;-;-;-;-;-;...;-;-;-;123;-;-;-;-;-;-;-;-;-;138;-;-;-;-;-;-;-;-;-;-
Damião (PB);...;-;-;-;-;-;-;-;-;-;-;...;10;-;35;700;-;-;-;-;-;10;-;-;-;800;-;-;-;-;-;-;-;-;-;-
Desterro (PB);...;-;-;-;-;10;-;-;-;-;-;...;5;-;10;900;-;-;-;-;-;3;5;4;-;900;-;-;-;-;3;-;-;-;-;-
Vista Serrana (PB);...;-;-;-;-;5;-;-;-;-;-;...;-;-;-;68;-;-;-;-;-;-;-;-;-;96;-;-;-;-;-;-;-;-;-;-
Diamante (PB);...;-;10;-;-;4;-;-;-;-;-;...;-;-;-;20;-;-;-;-;-;-;-;-;-;250;-;-;-;-;-;-;-;-;-;-
Dona Inês (PB);...;-;-;-;8;20;-;-;-;-;-;...;70;-;130;1200;-;-;-;-;-;250;10;-;-;1400;-;-;-;-;-;-;-;-;4;-
Duas Estradas (PB);...;-;-;-;15;10;-;-;-;-;-;...;40;-;35;104;-;-;-;-;-;110;10;-;-;100;-;2;-;-;-;-;-;-;10;-
Emas (PB);...;-;2;-;-;2;-;-;-;-;-;...;-;-;-;250;-;-;-;-;-;-;6;3;-;290;-;-;-;-;-;-;-;-;-;-
Esperança (PB);...;-;-;-;15;55;-;-;-;-;-;...;-;-;250;1500;-;-;-;-;-;30;-;-;-;800;-;-;-;-;-;-;-;-;-;-
Fagundes (PB);...;-;-;-;20;8;-;-;-;-;-;...;15;-;170;350;-;-;-;-;-;20;9;-;-;600;-;-;-;-;-;-;-;-;-;-
Frei Martinho (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;50;-;-;-;-;-;-;5;2;-;400;-;-;-;-;-;-;-;-;-;-
Gado Bravo (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;20;260;-;-;-;-;-;-;-;-;-;200;-;-;-;-;-;-;-;-;-;-
Guarabira (PB);...;-;-;-;30;35;-;-;-;-;-;...;40;-;80;300;-;-;-;-;-;200;10;-;-;190;-;4;-;-;-;-;-;-;10;-
Gurinhém (PB);...;-;12;-;-;10;-;-;-;-;-;...;40;-;80;508;-;-;-;-;-;108;8;-;-;700;-;-;-;-;-;-;-;-;-;-
Gurjão (PB);...;-;-;-;-;1;-;-;-;-;-;...;-;-;-;46;-;-;-;-;-;-;1;-;-;46;-;-;-;-;-;-;-;-;-;-
Ibiara (PB);...;-;-;-;4;90;-;-;-;-;-;...;-;-;-;320;-;-;-;-;-;-;-;-;-;600;-;-;-;-;-;-;-;-;-;-
Imaculada (PB);...;-;-;-;-;8;-;-;-;-;-;...;20;-;35;1060;-;-;-;-;-;5;1;-;-;1200;-;-;-;-;-;-;-;-;-;-
Ingá (PB);...;-;52;-;-;-;-;-;-;-;-;...;-;-;200;550;-;-;-;-;-;11;4;-;-;1000;-;-;-;-;-;-;-;-;-;-
Itabaiana (PB);...;-;11;260;8;25;-;-;-;-;-;...;12;-;50;220;-;-;-;-;-;130;10;-;-;820;-;-;-;-;-;-;-;-;-;-
Itaporanga (PB);...;-;4;-;8;20;-;-;-;-;-;...;-;-;6;230;-;-;-;-;-;-;5;-;-;600;-;-;-;-;-;-;-;-;-;-
Itatuba (PB);...;-;-;-;-;4;-;-;-;-;-;...;-;-;50;830;-;-;-;-;-;8;3;-;-;2000;-;-;-;-;-;-;-;-;-;-
Jericó (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;135;-;-;-;-;-;-;-;-;-;278;-;-;-;-;-;-;-;-;-;-
Juarez Távora (PB);...;-;12;-;-;2;-;-;-;-;-;...;-;-;50;285;-;-;-;-;-;5;-;-;-;500;-;-;-;-;-;-;-;-;-;-
Juazeirinho (PB);...;-;-;-;-;13;-;-;-;-;-;...;20;-;20;1000;-;-;-;-;-;4;-;-;-;1000;-;-;-;-;-;-;-;-;-;-
Junco do Seridó (PB);...;-;-;-;-;5;-;-;-;-;-;...;85;-;5;600;-;-;-;-;-;17;5;-;-;600;-;-;-;-;8;-;-;-;-;-
Juru (PB);...;-;1;-;2;30;-;-;-;-;-;...;10;-;15;470;-;-;-;-;-;50;2;-;-;850;-;-;-;-;20;-;-;-;-;-
Lagoa (PB);...;-;-;-;-;4;-;-;-;-;-;...;-;-;-;40;-;-;-;-;-;-;1;-;-;96;-;-;-;-;-;-;-;-;-;-
Lagoa de Dentro (PB);...;-;-;-;-;25;-;-;-;-;-;...;45;-;50;80;-;-;-;-;-;80;10;-;-;60;-;-;-;-;-;-;-;-;4;-
Lagoa Seca (PB);...;-;-;-;220;150;-;-;-;-;-;...;35;-;10;550;-;-;-;-;-;300;30;-;-;100;-;-;-;-;2;-;-;-;-;-
Lastro (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;130;-;-;-;-;-;-;-;-;-;130;-;-;-;-;-;-;-;-;-;-
