Brasil e Município;Alfafa fenada;Algodão arbóreo (em caroço);Algodão herbáceo (em caroço);Amendoim (em casca);Banana (cacho);Batata-doce;Batata-inglesa;Cacau (em amêndoa);Café (em grão) Total;Café (em grão) Arábica;Café (em grão) Canephora;Caju;Castanha de caju;Erva-mate (folha verde);Fava (em grão);Feijão (em grão);Girassol (em grão);Guaraná (semente);Juta (fibra);Malva (fibra);Mamona (baga);Mandioca;Manga;Melancia;Melão;Milho (em grão);Noz (fruto seco);Pimenta-do-reino;Soja (em grão);Sorgo (em grão);Tomate;Trigo (em grão);Triticale (em grão);Tungue (fruto seco);Urucum (semente);Uva
Vera Mendes (PI);...;-;-;-;-;5000;-;-;-;-;-;...;200;-;-;300;-;-;-;-;-;9000;-;-;-;900;-;-;-;-;-;-;-;-;-;-
Vila Nova do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;80;-;-;180;-;-;-;-;-;8000;-;-;-;180;-;-;-;-;-;-;-;-;-;-
Wall Ferraz (PI);...;-;-;-;-;-;-;-;-;-;-;...;256;-;-;300;-;-;-;-;-;12000;-;-;-;300;-;-;-;-;-;-;-;-;-;-
Abaiara (CE);...;-;3314;1067;18541;-;-;-;-;-;-;...;286;-;389;540;-;-;-;-;-;17273;9125;-;-;2300;-;-;-;-;67000;-;-;-;-;-
Acarape (CE);...;-;-;-;5733;-;-;-;-;-;-;...;237;-;300;354;-;-;-;-;-;12000;8250;-;-;1037;-;-;-;-;-;-;-;-;-;-
Acaraú (CE);...;-;-;-;27281;10000;-;-;-;-;-;...;355;-;-;94;-;-;-;-;-;15238;13348;37000;-;200;-;-;-;-;-;-;-;-;-;-
Acopiara (CE);...;-;1500;-;16118;-;-;-;-;-;-;...;333;-;400;431;-;-;-;-;-;13909;12000;-;-;1113;-;-;-;-;-;-;-;-;-;-
Aiuaba (CE);...;-;-;-;19167;-;-;-;-;-;-;...;333;-;135;189;-;-;-;-;-;11531;-;-;-;611;-;-;-;-;-;-;-;-;-;-
Alcântaras (CE);...;-;-;-;5920;7667;-;-;333;333;-;...;186;-;333;171;-;-;-;-;-;4758;8000;-;-;299;-;-;-;-;-;-;-;-;-;-
Altaneira (CE);...;-;-;500;6250;-;-;-;-;-;-;...;-;-;167;348;-;-;-;-;-;12714;7750;-;-;1758;-;-;-;-;41667;-;-;-;-;-
Alto Santo (CE);...;-;-;-;21645;19000;-;-;-;-;-;...;339;-;-;421;-;-;-;-;-;11702;4000;33467;-;899;-;-;-;-;-;-;-;-;-;-
Amontada (CE);...;-;-;-;6818;14545;-;-;-;-;-;...;380;-;-;108;-;-;-;-;-;6000;5125;-;-;210;-;-;-;-;-;-;-;-;-;-
Antonina do Norte (CE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;157;282;-;-;-;-;-;-;8000;-;-;695;-;-;-;-;-;-;-;-;-;-
Apuiarés (CE);...;-;1167;-;16517;-;-;-;-;-;-;...;255;-;-;243;-;-;-;-;-;11784;9500;-;-;600;-;-;-;-;-;-;-;-;-;-
Aracati (CE);...;-;-;-;20325;9091;-;-;-;-;-;...;401;-;-;471;-;-;-;-;-;14328;13904;26044;26457;936;-;-;-;-;32000;-;-;-;-;-
Aracoiaba (CE);...;-;-;-;6000;-;-;-;-;-;-;...;321;-;-;246;-;-;-;-;-;9729;8000;-;-;920;-;-;-;-;30000;-;-;-;-;-
Ararendá (CE);...;-;-;-;4429;-;-;-;-;-;-;...;222;-;-;163;-;-;-;-;-;12000;7333;-;-;900;-;-;-;-;-;-;-;-;-;-
Araripe (CE);...;-;-;-;6000;7000;-;-;-;-;-;...;360;-;190;150;-;-;-;-;-;11486;7143;-;-;1380;-;-;-;-;60000;-;-;-;-;-
Aratuba (CE);...;-;-;-;6600;-;-;-;296;296;-;...;188;-;168;184;-;-;-;-;-;-;10600;-;-;499;-;-;-;-;60000;-;-;-;-;-
Arneiroz (CE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;180;210;-;-;-;-;-;11333;6000;-;-;480;-;-;-;-;-;-;-;-;-;-
Assaré (CE);...;-;-;1556;16857;-;-;-;-;-;-;...;222;-;400;592;-;-;-;-;-;7833;9000;-;-;1500;-;-;-;-;59000;-;-;-;-;-
Aurora (CE);...;-;1800;-;9929;-;-;-;-;-;-;...;500;-;557;309;-;-;-;-;-;9333;7667;-;-;1800;-;-;-;-;-;-;-;-;-;-
Baixio (CE);...;-;-;-;19500;-;-;-;-;-;-;...;-;-;-;281;-;-;-;-;-;-;15000;-;-;853;-;-;-;-;-;-;-;-;-;-
Banabuiú (CE);...;-;-;-;14286;10200;-;-;-;-;-;...;418;-;-;500;-;-;-;-;-;9944;-;-;-;1200;-;-;-;-;25333;-;-;-;-;-
Barbalha (CE);...;-;400;1250;23151;-;-;-;-;-;-;...;298;-;813;857;-;-;-;-;-;17413;15943;32000;-;2600;-;-;-;-;65000;-;-;-;-;30364
Barreira (CE);...;-;-;-;6125;-;-;-;-;-;-;...;277;-;600;209;-;-;-;-;-;9500;9250;-;-;950;-;-;-;-;-;-;-;-;-;-
Barro (CE);...;-;-;-;19104;12800;-;-;-;-;-;...;500;-;686;340;-;-;-;-;-;13400;8250;-;-;1780;-;-;-;-;69278;-;-;-;-;21500
Barroquinha (CE);...;-;-;-;-;-;-;-;-;-;-;...;200;-;-;210;-;-;-;-;-;10093;10250;-;-;490;-;-;-;-;-;-;-;-;-;-
Baturité (CE);...;-;-;-;5100;-;-;-;400;400;-;...;185;-;215;252;-;-;-;-;-;9000;10276;-;-;1252;-;-;-;-;-;-;-;-;700;-
Beberibe (CE);...;-;-;-;8750;6357;-;-;-;-;-;...;382;-;-;440;-;-;-;-;-;10329;13436;25750;-;845;-;-;-;-;-;-;-;-;-;-
Bela Cruz (CE);...;-;-;-;35143;25000;-;-;-;-;-;...;432;-;-;285;-;-;-;-;-;12095;8103;45000;12000;213;-;-;-;-;82000;-;-;-;1625;-
Boa Viagem (CE);...;-;360;-;4571;4367;-;-;-;-;-;...;500;-;240;135;-;-;-;-;156;-;8700;3167;-;575;-;-;-;-;-;-;-;-;-;-
Brejo Santo (CE);...;-;2800;813;13031;-;-;-;-;-;-;...;481;-;810;519;-;-;-;-;-;18185;19274;31750;-;1200;-;-;-;-;70000;-;-;-;-;-
Camocim (CE);...;-;-;-;14462;-;-;-;-;-;-;...;304;-;-;262;-;-;-;-;-;9930;9300;13000;-;432;-;-;-;-;-;-;-;-;-;-
Campos Sales (CE);...;-;-;1800;19571;-;-;-;-;-;-;...;500;-;240;210;-;-;-;-;-;7773;9000;-;-;1500;-;-;-;-;60000;-;-;-;-;-
Canindé (CE);...;-;1200;-;7083;3500;-;-;-;-;-;...;339;-;300;140;-;-;-;-;300;4308;6660;-;-;450;-;-;-;-;22000;-;-;-;-;-
Capistrano (CE);...;-;-;-;3732;-;-;-;-;-;-;...;281;-;241;138;-;-;-;-;-;11214;-;2500;-;650;-;-;-;-;41000;-;-;-;-;-
Caridade (CE);...;-;-;-;4000;4120;-;-;-;-;-;...;200;-;491;240;-;-;-;-;-;-;11500;8818;-;500;-;-;-;-;-;-;-;-;-;-
Cariré (CE);...;-;-;-;18006;-;-;-;-;-;-;...;250;-;250;133;-;-;-;-;-;6571;7667;-;-;437;-;-;-;-;-;-;-;-;-;-
Caririaçu (CE);...;-;-;1500;11333;12000;-;-;-;-;-;...;250;-;300;301;-;-;-;-;-;8571;8700;-;-;1250;-;-;-;-;69500;-;-;-;-;-
Cariús (CE);...;-;-;1333;26850;25000;-;-;-;-;-;...;-;-;595;194;-;-;-;-;-;20600;15000;21375;-;2100;-;-;-;-;39000;-;-;-;-;-
Carnaubal (CE);...;-;-;-;4933;21214;-;-;-;-;-;...;324;-;-;106;-;-;-;-;-;12558;6000;10000;-;258;-;-;-;-;68000;-;-;-;-;-
Cascavel (CE);...;-;-;-;9125;6458;-;-;-;-;-;...;447;-;-;508;-;-;-;-;-;12476;12348;-;-;518;-;-;-;-;-;-;-;-;-;-
Catarina (CE);...;-;-;-;26000;-;-;-;-;-;-;...;-;-;300;409;-;-;-;-;-;19500;-;-;-;840;-;-;-;-;19500;-;-;-;-;-
Catunda (CE);...;-;-;-;3000;-;-;-;-;-;-;...;143;-;150;183;-;-;-;-;-;7250;5500;-;-;321;-;-;-;-;-;-;-;-;-;-
Caucaia (CE);...;-;-;-;5247;-;-;-;-;-;-;...;209;-;-;368;-;-;-;-;-;9102;8320;-;-;800;-;-;-;-;-;-;-;-;-;-
Cedro (CE);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;366;-;-;-;-;-;10000;7667;-;-;1354;-;-;-;-;40000;-;-;-;-;-
Chaval (CE);...;-;-;-;-;-;-;-;-;-;-;...;323;-;-;106;-;-;-;-;-;9963;-;-;-;298;-;-;-;-;-;-;-;-;-;-
Choró (CE);...;-;600;-;8000;-;-;-;-;-;-;...;667;-;300;270;-;-;-;-;-;9714;-;-;-;480;-;-;-;-;50000;-;-;-;-;-
Chorozinho (CE);...;-;-;-;-;-;-;-;-;-;-;...;327;-;250;75;-;-;-;-;-;9352;-;-;-;240;-;-;-;-;-;-;-;-;-;-
Coreaú (CE);...;-;-;-;30600;-;-;-;-;-;-;...;111;-;-;240;-;-;-;-;-;9556;9000;-;-;500;-;-;-;-;-;-;-;-;-;-
Crateús (CE);...;-;300;-;4250;-;-;-;-;-;-;...;243;-;-;330;-;-;-;-;-;10600;7000;13200;-;1032;-;-;-;-;-;-;-;-;-;-
Crato (CE);...;-;-;1533;17476;7692;-;-;-;-;-;...;375;-;269;320;-;-;-;-;-;14150;12222;-;-;1780;-;-;-;-;65000;-;-;-;-;-
Croatá (CE);...;-;-;-;6084;20823;-;-;-;-;-;...;327;-;250;224;-;-;-;-;-;14000;9143;31750;-;531;-;-;-;-;80194;-;-;-;1000;-
Cruz (CE);...;-;-;-;7000;9400;-;-;-;-;-;...;426;-;-;160;-;-;-;-;-;12000;6143;-;-;264;-;-;-;-;-;-;-;-;-;-
Deputado Irapuan Pinheiro (CE);...;-;-;-;4600;11000;-;-;-;-;-;...;-;-;333;360;-;-;-;-;-;10000;7000;8000;-;910;-;-;-;-;45000;-;-;-;-;-
Ereré (CE);...;-;-;-;5000;15000;-;-;-;-;-;...;167;-;-;432;-;-;-;-;-;7000;5000;-;-;1197;-;-;-;-;-;-;-;-;-;-
Farias Brito (CE);...;-;-;1529;19545;-;-;-;-;-;-;...;-;-;270;276;-;-;-;-;-;14207;7000;-;-;1432;-;-;-;-;75758;-;-;-;-;-
Forquilha (CE);...;-;-;-;5800;11500;-;-;-;-;-;...;222;-;-;181;-;-;-;-;-;8625;12000;13286;-;361;-;-;-;-;-;-;-;-;-;-
Fortim (CE);...;-;-;-;-;14400;-;-;-;-;-;...;428;-;-;465;-;-;-;-;-;12502;-;26000;24765;862;-;-;-;-;-;-;-;-;-;-
Frecheirinha (CE);...;-;-;1000;5485;-;-;-;-;-;-;...;290;-;400;400;-;-;-;-;-;13000;7000;7000;-;1500;-;-;-;-;66000;-;-;-;1000;-
General Sampaio (CE);...;-;-;-;14600;6867;-;-;-;-;-;...;357;-;250;361;-;-;-;-;-;16800;8667;-;-;900;-;-;-;-;-;-;-;-;-;-
Graça (CE);...;-;-;-;5600;7500;-;-;-;-;-;...;308;-;1286;211;-;-;-;-;-;9469;10000;-;-;348;-;-;-;-;-;-;-;-;-;-
Granja (CE);...;-;-;-;18000;-;-;-;-;-;-;...;355;-;1000;270;-;-;-;-;-;9976;11136;-;-;559;-;-;-;-;-;-;-;-;-;-
Granjeiro (CE);...;-;-;667;9500;9000;-;-;-;-;-;...;-;-;477;239;-;-;-;-;-;9750;8000;16000;-;800;-;-;-;-;70000;-;-;-;1400;-
Groaíras (CE);...;-;-;-;-;-;-;-;-;-;-;...;500;-;-;120;-;-;-;-;-;6600;-;1000;-;324;-;-;-;-;-;-;-;-;-;-
Guaiúba (CE);...;-;-;-;20693;-;-;-;-;-;-;...;200;-;150;120;-;-;-;-;-;7200;11000;25000;-;553;-;-;-;-;24500;-;-;-;-;-
Guaraciaba do Norte (CE);...;-;-;-;12050;24429;-;-;300;300;-;...;206;-;-;265;-;-;-;-;-;13764;6500;27468;-;488;-;-;-;-;83000;-;-;-;833;-
Guaramiranga (CE);...;-;-;-;6563;-;-;-;357;357;-;...;-;-;442;339;-;-;-;-;-;5500;10300;-;-;800;-;-;-;-;35000;-;-;-;-;-
Hidrolândia (CE);...;-;-;-;18200;10000;-;-;-;-;-;...;333;-;-;208;-;-;-;-;-;9375;7900;8000;-;453;-;-;-;-;80000;-;-;-;-;-
Horizonte (CE);...;-;-;-;-;6143;-;-;-;-;-;...;363;-;-;284;-;-;-;-;-;9616;4000;-;-;453;-;-;-;-;-;-;-;-;-;-
Ibaretama (CE);...;-;333;-;-;-;-;-;-;-;-;...;303;-;-;210;-;-;-;-;-;10000;5000;-;-;360;-;-;-;-;-;-;-;-;-;-
Ibiapina (CE);...;-;-;1500;14673;24787;-;-;333;333;-;...;479;-;343;447;-;-;-;-;-;14900;10300;21800;-;2900;-;-;3500;-;82594;-;-;-;900;-
Ibicuitinga (CE);...;-;529;-;-;-;-;-;-;-;-;...;359;-;-;200;-;-;-;-;-;11063;5000;-;-;300;-;-;-;-;-;-;-;-;-;-
Icapuí (CE);...;-;-;-;18667;-;-;-;-;-;-;...;300;-;-;393;-;-;-;-;-;14738;12000;25117;33805;521;-;-;-;-;-;-;-;-;-;-
Icó (CE);...;-;1500;1500;23250;21000;-;-;-;-;-;...;333;-;600;250;-;-;-;-;-;15200;22500;36000;-;956;-;-;-;-;60000;-;-;-;-;-
Iguatu (CE);...;-;1250;-;27440;16000;-;-;-;-;-;...;200;-;524;204;-;-;-;-;-;20000;8400;26000;-;540;-;-;-;-;45000;-;-;-;-;-
Independência (CE);...;-;350;-;3000;-;-;-;-;-;-;...;-;-;-;565;-;-;-;-;-;10000;7000;-;-;1352;-;-;-;-;-;-;-;-;-;-
Ipaporanga (CE);...;-;-;-;5714;-;-;-;-;-;-;...;500;-;-;382;-;-;-;-;-;13600;8000;-;-;1162;-;-;-;-;-;-;-;-;-;-
Ipaumirim (CE);...;-;-;-;8500;-;-;-;-;-;-;...;-;-;333;315;-;-;-;-;-;16000;15000;-;-;945;-;-;-;-;-;-;-;-;-;-
Ipu (CE);...;-;-;-;10477;16431;-;-;400;400;-;...;306;-;471;344;-;-;-;-;-;14885;8750;20256;-;1100;-;1000;-;-;78500;-;-;-;917;-
Ipueiras (CE);...;-;-;-;11350;11944;-;-;400;400;-;...;271;-;400;215;-;-;-;-;-;15000;6597;19630;-;1038;-;-;-;-;90000;-;-;-;1000;-
Iracema (CE);...;-;250;-;7000;-;-;-;-;-;-;...;235;-;700;163;-;-;-;-;-;9143;29000;-;-;900;-;-;-;-;-;-;-;-;-;-
Irauçuba (CE);...;-;850;-;3200;-;-;-;-;-;-;...;100;-;-;120;-;-;-;-;-;4250;6000;5667;2333;271;-;-;-;-;-;-;-;-;-;-
Itaiçaba (CE);...;-;-;-;10833;-;-;-;-;-;-;...;389;-;-;511;-;-;-;-;-;12236;-;-;-;900;-;-;-;-;-;-;-;-;-;-
Itapajé (CE);...;-;1533;-;4500;-;-;-;-;-;-;...;372;-;594;127;-;-;-;-;-;6205;11519;-;-;600;-;-;-;-;-;-;-;-;-;-
Itapipoca (CE);...;-;-;-;6800;13000;-;-;-;-;-;...;351;-;300;85;-;-;-;-;-;9800;5202;-;-;339;-;-;-;-;-;-;-;-;-;-
Itapiúna (CE);...;-;-;-;-;-;-;-;-;-;-;...;379;-;167;105;-;-;-;-;-;18559;-;3500;-;225;-;-;-;-;40000;-;-;-;-;-
Itarema (CE);...;-;-;-;6429;14480;-;-;-;-;-;...;338;-;-;103;-;-;-;-;-;12021;5321;30000;-;200;-;-;-;-;-;-;-;-;-;-
Itatira (CE);...;-;1348;-;6000;2800;-;-;-;-;-;...;200;-;243;80;-;-;-;-;150;4483;2000;-;-;317;-;-;-;-;-;-;-;-;-;-
Jaguaretama (CE);...;-;-;-;-;15600;-;-;-;-;-;...;200;-;-;481;-;-;-;-;-;16000;15000;-;-;980;-;-;-;-;-;-;-;-;-;-
Jaguaribara (CE);...;-;-;-;23500;15000;-;-;-;-;-;...;235;-;-;411;-;-;-;-;-;23500;11000;-;-;1260;-;-;-;-;-;-;-;-;-;-
Jaguaribe (CE);...;-;-;-;19500;16000;-;-;-;-;-;...;333;-;-;458;-;-;-;-;-;20889;10667;-;-;956;-;-;-;-;-;-;-;-;-;-
Jaguaruana (CE);...;-;1300;-;17307;8500;-;-;-;-;-;...;390;-;-;319;-;-;-;-;-;12433;15800;25857;29300;1628;-;-;-;-;-;-;-;-;-;17167
Jardim (CE);...;-;-;-;20750;12500;-;-;-;-;-;...;-;-;700;366;-;-;-;-;-;11934;7500;-;-;1260;-;-;-;-;-;-;-;-;-;-
Jati (CE);...;-;-;-;23000;20267;-;-;-;-;-;...;250;-;-;404;-;-;-;-;-;16628;10800;33133;-;1000;-;-;-;-;72000;-;-;-;-;-
Jijoca de Jericoacoara (CE);...;-;-;-;-;12000;-;-;-;-;-;...;335;-;-;105;-;-;-;-;-;12003;5786;-;-;250;-;-;-;-;-;-;-;-;-;-
Juazeiro do Norte (CE);...;-;-;-;18200;-;-;-;-;-;-;...;444;-;600;400;-;-;-;-;-;13556;9111;-;-;1900;-;-;-;-;70000;-;-;-;-;-
Jucás (CE);...;-;-;-;21280;20000;-;-;-;-;-;...;-;-;179;113;-;-;-;-;-;18000;10000;-;-;750;-;-;-;-;45000;-;-;-;-;-
Lavras da Mangabeira (CE);...;-;-;-;28530;-;-;-;-;-;-;...;455;-;464;292;-;-;-;-;-;27750;7000;-;-;1080;-;-;-;-;70000;-;-;-;-;-
Limoeiro do Norte (CE);...;-;3000;-;22437;-;-;-;-;-;-;...;328;-;-;669;-;-;-;-;-;12069;5000;33500;29400;324;-;-;3500;3050;-;-;-;-;-;-
Madalena (CE);...;-;1656;-;13500;3143;-;-;-;-;-;...;583;-;-;300;-;-;-;-;-;7231;10000;-;-;1500;-;-;-;-;-;-;-;-;-;-
Maranguape (CE);...;-;-;-;6902;-;-;-;-;-;-;...;152;-;300;138;-;-;-;-;-;9625;8260;-;-;801;-;-;-;-;34400;-;-;-;-;-
Marco (CE);...;-;-;-;35125;-;-;-;-;-;-;...;369;-;-;274;-;-;-;-;-;9030;15952;46516;-;360;-;-;-;-;-;-;-;-;-;-
Martinópole (CE);...;-;-;-;-;-;-;-;-;-;-;...;257;-;-;271;-;-;-;-;-;9942;10250;7875;-;560;-;-;-;-;-;-;-;-;-;-
Massapê (CE);...;-;-;-;5571;-;-;-;400;400;-;...;211;-;250;107;-;-;-;-;-;10000;6000;-;-;210;-;-;-;-;-;-;-;-;-;-
Mauriti (CE);...;-;2183;900;18948;25000;-;-;-;-;-;...;426;-;600;946;-;-;-;-;-;18931;22626;31591;-;2960;-;-;-;-;60000;-;-;-;-;31500
Meruoca (CE);...;-;-;-;5775;-;-;-;500;500;-;...;260;-;-;167;-;-;-;-;-;9765;6500;-;-;329;-;-;-;-;-;-;-;-;-;-
Milagres (CE);...;-;2799;1500;26778;24000;-;-;-;-;-;...;348;-;514;617;-;-;-;-;-;9974;9571;31400;-;1800;-;-;-;-;65000;-;-;-;-;-
Milhã (CE);...;-;600;-;5500;8000;-;-;-;-;-;...;300;-;-;600;-;-;-;-;-;9917;4000;3600;-;1600;-;-;-;-;30000;-;-;-;-;-
Miraíma (CE);...;-;-;-;-;9500;-;-;-;-;-;...;333;-;-;200;-;-;-;-;-;-;-;-;-;630;-;-;-;-;-;-;-;-;-;-
Missão Velha (CE);...;-;2000;1233;24958;-;-;-;-;-;-;...;317;-;525;565;-;-;-;-;-;12515;8300;-;-;2000;-;-;-;-;66000;-;-;-;-;-
Mombaça (CE);...;-;760;600;15333;17667;-;-;-;-;-;...;250;-;449;300;-;-;-;-;-;12000;10000;-;-;1800;-;-;-;-;45000;-;-;-;-;-
Monsenhor Tabosa (CE);...;-;300;-;-;-;-;-;-;-;-;...;-;-;-;140;-;-;-;-;246;11029;8000;-;-;593;-;-;-;-;-;-;-;-;-;-
Morada Nova (CE);...;-;-;-;20232;-;-;-;-;-;-;...;352;-;-;300;-;-;-;-;-;9810;4500;-;-;654;-;-;-;-;-;-;-;-;-;-
Moraújo (CE);...;-;-;-;5667;-;-;-;-;-;-;...;255;-;1000;140;-;-;-;-;-;9640;8500;-;-;490;-;-;-;-;-;-;-;-;-;-
Morrinhos (CE);...;-;-;-;-;-;-;-;-;-;-;...;308;-;-;225;-;-;-;-;-;10000;-;-;-;300;-;-;-;-;-;-;-;-;-;-
Mucambo (CE);...;-;-;-;5571;-;-;-;-;-;-;...;195;-;625;133;-;-;-;-;-;9324;7000;-;-;341;-;-;-;-;-;-;-;-;-;-
Mulungu (CE);...;-;-;-;4934;-;-;-;352;352;-;...;222;-;232;278;-;-;-;-;-;-;8583;-;-;650;-;-;-;-;39000;-;-;-;1200;-
Nova Olinda (CE);...;-;-;-;6000;-;-;-;-;-;-;...;-;-;125;133;-;-;-;-;-;13106;8667;-;-;1200;-;-;-;-;42000;-;-;-;-;-
Nova Russas (CE);...;-;250;-;4833;-;-;-;-;-;-;...;267;-;-;182;-;-;-;-;-;10750;8000;-;-;780;-;-;-;-;-;-;-;-;-;-
Novo Oriente (CE);...;-;250;-;5600;-;-;-;-;-;-;...;222;-;-;300;-;-;-;-;-;14000;9000;-;-;996;-;-;-;-;-;-;-;-;-;-
Ocara (CE);...;-;-;-;5400;-;-;-;-;-;-;...;321;-;-;265;-;-;-;-;-;11660;8333;-;-;929;-;-;-;-;-;-;-;-;-;-
Orós (CE);...;-;-;-;15800;28000;-;-;-;-;-;...;-;-;500;156;-;-;-;-;-;18000;13000;-;-;859;-;-;-;-;-;-;-;-;-;-
Pacajus (CE);...;-;-;-;-;6583;-;-;-;-;-;...;334;-;-;121;-;-;-;-;-;10669;5000;-;-;200;-;-;-;-;-;-;-;-;-;-
Pacoti (CE);...;-;-;-;6315;-;-;-;309;309;-;...;222;-;200;62;-;-;-;-;-;5667;11905;-;-;480;-;-;-;-;38750;-;-;-;-;-
Pacujá (CE);...;-;-;-;-;-;-;-;-;-;-;...;300;-;1000;171;-;-;-;-;-;8867;-;9000;-;340;-;-;-;-;-;-;-;-;-;-
Palhano (CE);...;-;-;-;-;-;-;-;-;-;-;...;437;-;-;207;-;-;-;-;-;12350;-;-;-;391;-;-;-;-;-;-;-;-;-;-
Palmácia (CE);...;-;-;-;5301;-;-;-;-;-;-;...;167;-;302;130;-;-;-;-;-;-;6917;-;-;520;-;-;-;-;21200;-;-;-;-;-
Parambu (CE);...;-;714;-;5000;-;-;-;-;-;-;...;34;-;180;147;-;-;-;-;-;12300;12000;-;-;338;-;-;-;-;-;-;-;-;-;-
Paramoti (CE);...;-;1000;-;-;-;-;-;-;-;-;...;200;-;333;200;-;-;-;-;-;7300;11000;-;-;450;-;-;-;-;-;-;-;-;-;-
Pedra Branca (CE);...;-;407;-;6500;-;-;-;-;-;-;...;400;-;300;240;-;-;-;-;-;10000;5000;-;-;650;-;-;-;-;25000;-;-;-;-;-
Penaforte (CE);...;-;-;-;21125;-;-;-;-;-;-;...;750;-;-;510;-;-;-;-;-;13554;9000;26941;-;1372;-;-;-;-;66000;-;-;-;-;-
Pentecoste (CE);...;-;-;-;15000;9143;-;-;-;-;-;...;267;-;-;138;-;-;-;-;-;6161;11000;31333;-;960;-;-;-;-;52750;-;-;-;-;-
Pereiro (CE);...;-;-;-;8375;-;-;-;-;-;-;...;154;-;400;190;-;-;-;-;-;9600;11000;-;-;1176;-;-;-;-;43000;-;-;-;-;-
Piquet Carneiro (CE);...;-;600;-;15889;-;-;-;-;-;-;...;250;-;83;200;-;-;-;-;-;5000;9500;-;-;800;-;-;-;-;30000;-;-;-;-;-
Pires Ferreira (CE);...;-;-;-;14154;10500;-;-;-;-;-;...;220;-;750;336;-;-;-;-;-;11111;5500;14000;-;659;-;-;-;-;-;-;-;-;500;-
Poranga (CE);...;-;-;-;4500;-;-;-;-;-;-;...;181;-;167;144;-;-;-;-;-;9108;7000;-;-;332;-;-;-;-;-;-;-;-;-;-
Porteiras (CE);...;-;-;1556;18685;-;-;-;-;-;-;...;200;-;-;751;-;-;-;-;-;24108;10960;35000;-;1350;-;-;-;-;60000;-;-;-;1000;-
Potengi (CE);...;-;-;-;5667;7667;-;-;-;-;-;...;400;-;300;250;-;-;-;-;-;7000;6333;-;-;1100;-;-;-;-;-;-;-;-;-;-
Potiretama (CE);...;-;-;-;-;-;-;-;-;-;-;...;484;-;-;390;-;-;-;-;-;11154;-;-;-;660;-;-;-;-;-;-;-;-;-;-
Quiterianópolis (CE);...;-;-;-;4600;-;-;-;-;-;-;...;-;-;355;137;-;-;-;-;-;8800;7000;15000;-;720;-;-;-;-;-;-;-;-;-;-
Quixadá (CE);...;-;600;-;10600;-;-;-;-;-;-;...;311;-;364;283;-;-;-;-;-;10000;5056;-;-;500;-;-;-;-;30000;-;-;-;-;-
Quixelô (CE);...;-;-;-;17400;7375;-;-;-;-;-;...;-;-;-;300;-;-;-;-;-;6600;11000;-;-;1000;-;-;-;-;-;-;-;-;-;-
Quixeramobim (CE);...;-;1000;-;19000;15667;-;-;-;-;-;...;-;-;365;450;-;-;-;-;-;9732;5455;-;-;1100;-;-;-;-;47000;-;-;-;-;-
Quixeré (CE);...;-;-;-;23311;-;-;1667;-;-;-;...;533;-;-;362;-;-;-;-;-;-;12673;34800;32500;604;-;-;-;-;27000;-;-;-;-;-
Redenção (CE);...;-;-;-;6451;-;-;-;-;-;-;...;330;-;342;278;-;-;-;-;-;12000;9024;5000;-;979;-;-;-;-;-;-;-;-;750;-
Reriutaba (CE);...;-;-;-;12087;9500;-;-;500;500;-;...;238;-;-;101;-;-;-;-;-;12837;4967;12500;-;360;-;-;-;-;70000;-;-;-;1000;-
Russas (CE);...;-;-;-;19838;18000;-;1500;-;-;-;...;478;-;-;352;-;-;-;-;-;8314;12667;-;-;655;-;-;-;-;-;-;-;-;-;20000
Saboeiro (CE);...;-;875;-;5667;-;-;-;-;-;-;...;-;-;200;120;-;-;-;-;-;7500;-;-;-;600;-;-;-;-;-;-;-;-;-;-
Salitre (CE);...;-;-;-;5000;-;-;-;-;-;-;...;222;-;253;240;-;-;-;-;-;13995;-;-;-;674;-;-;-;-;-;-;-;-;-;-
Santana do Acaraú (CE);...;-;-;-;20333;-;-;-;-;-;-;...;297;-;-;261;-;-;-;-;-;12049;8083;15500;-;688;-;-;-;-;-;-;-;-;-;-
Santana do Cariri (CE);...;-;-;667;20588;-;-;-;-;-;-;...;357;-;117;198;-;-;-;-;-;9000;9667;-;-;1129;-;-;-;-;40000;-;-;-;-;-
Santa Quitéria (CE);...;-;700;-;25000;3000;-;-;-;-;-;...;500;-;400;272;-;-;-;-;583;6500;7800;2800;800;584;-;-;-;-;31150;-;-;-;-;-
São Benedito (CE);...;-;-;1000;9321;21856;-;-;273;273;-;...;247;-;280;568;-;-;-;-;-;10985;12088;25930;-;1200;-;-;-;-;81120;-;-;-;750;-
São Gonçalo do Amarante (CE);...;-;-;-;4600;5000;-;-;-;-;-;...;307;-;-;154;-;-;-;-;-;8167;11100;25000;-;250;-;-;-;-;-;-;-;-;-;-
São João do Jaguaribe (CE);...;-;-;-;22957;19000;-;-;-;-;-;...;395;-;-;973;-;-;-;-;-;16667;-;-;-;1061;-;-;-;-;-;-;-;-;-;-
São Luís do Curu (CE);...;-;-;-;22600;10667;-;-;-;-;-;...;265;-;-;220;-;-;-;-;-;9667;12000;-;-;651;-;-;-;-;-;-;-;-;-;-
