Brasil e Município;Alfafa fenada;Algodão arbóreo (em caroço);Algodão herbáceo (em caroço);Amendoim (em casca);Banana (cacho);Batata-doce;Batata-inglesa;Cacau (em amêndoa);Café (em grão) Total;Café (em grão) Arábica;Café (em grão) Canephora;Caju;Castanha de caju;Erva-mate (folha verde);Fava (em grão);Feijão (em grão);Girassol (em grão);Guaraná (semente);Juta (fibra);Malva (fibra);Mamona (baga);Mandioca;Manga;Melancia;Melão;Milho (em grão);Noz (fruto seco);Pimenta-do-reino;Soja (em grão);Sorgo (em grão);Tomate;Trigo (em grão);Triticale (em grão);Tungue (fruto seco);Urucum (semente);Uva
Mansidão (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;600;-;-;-;-;-;40;-;20;-;900;-;-;-;-;-;-;-;-;-;-
Maracás (BA);...;-;-;-;15;-;-;-;350;350;-;...;-;-;-;200;-;-;-;-;8;600;20;1000;100;275;-;-;-;-;500;-;-;-;-;-
Marcionílio Souza (BA);...;-;-;-;5;-;-;-;-;-;-;...;-;-;-;30;-;-;-;-;3;2;2;18;-;20;-;-;-;-;7;-;-;-;-;-
Matina (BA);...;-;-;-;3;-;-;-;-;-;-;...;-;-;-;980;-;-;-;-;-;60;-;50;-;80;-;-;-;150;-;-;-;-;-;-
Miguel Calmon (BA);...;-;-;-;80;-;-;-;150;150;-;...;-;-;-;1400;-;-;-;-;150;200;-;-;-;1000;-;-;-;-;-;-;-;-;-;-
Milagres (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;8;-;-;-;-;-;10;-;12;-;5;-;-;-;-;-;-;-;-;-;-
Mirangaba (BA);...;-;-;-;400;-;-;-;-;-;-;...;-;-;-;800;-;-;-;-;200;200;-;-;-;800;-;-;-;-;-;-;-;-;-;-
Mirante (BA);...;-;-;-;8;5;-;-;-;-;-;...;-;-;-;118;-;-;-;-;-;73;30;22;-;55;-;-;-;-;20;-;-;-;-;-
Monte Santo (BA);...;-;-;-;-;-;-;-;-;-;-;...;5;-;-;9000;-;-;-;-;-;205;-;-;-;9000;-;-;-;-;-;-;-;-;-;-
Morpará (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;710;-;-;-;-;-;15;15;22;-;380;-;-;-;-;-;-;-;-;-;-
Morro do Chapéu (BA);...;-;-;-;45;10;-;-;450;450;-;...;-;-;-;250;-;-;-;-;1800;320;4;-;-;250;-;-;-;-;90;-;-;-;-;6
Mortugaba (BA);...;-;-;-;25;-;-;-;15;15;-;...;-;-;-;700;-;-;-;-;-;150;-;-;-;600;-;-;-;-;-;-;-;-;-;-
Mucugê (BA);...;-;-;-;-;5;4740;-;1440;1440;-;...;-;-;-;1080;-;-;-;-;-;40;52;25;-;210;-;-;840;630;690;-;-;-;-;32
Mulungu do Morro (BA);...;-;-;-;-;-;-;-;1000;1000;-;...;-;-;-;230;-;-;-;-;2800;250;-;-;-;3000;-;-;-;-;50;-;-;-;-;-
Mundo Novo (BA);...;-;-;-;50;-;-;-;50;50;-;...;-;-;-;1500;-;-;-;-;-;400;-;-;-;600;-;-;-;-;-;-;-;-;-;-
Muquém do São Francisco (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;550;-;-;-;-;5;25;-;70;-;7000;-;-;230;3500;-;-;-;-;-;-
Nordestina (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;1500;-;-;-;-;-;130;-;-;-;2000;-;-;-;-;-;-;-;-;-;-
Nova Canaã (BA);...;-;-;-;330;-;-;204;680;680;-;...;-;-;-;240;-;-;-;-;-;300;-;-;-;240;-;-;-;-;3;-;-;-;-;-
Nova Fátima (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;345;-;-;-;-;-;7;-;-;-;345;-;-;-;-;-;-;-;-;-;-
Nova Itarana (BA);...;-;-;-;-;-;-;-;285;285;-;...;3;-;-;25;-;-;-;-;-;150;-;30;-;25;-;-;-;-;-;-;-;-;-;-
Nova Redenção (BA);...;-;-;-;3;-;-;-;-;-;-;...;-;-;-;420;-;-;-;-;1000;11;-;75;-;800;-;-;-;-;10;-;-;-;-;-
Nova Soure (BA);...;-;-;40;5;-;-;-;-;-;-;...;250;-;-;2000;-;-;-;-;-;110;4;150;-;900;-;-;-;-;-;-;-;-;-;-
Novo Horizonte (BA);...;-;-;-;134;-;-;-;-;-;-;...;-;-;-;276;-;-;-;-;-;102;-;-;-;66;-;-;-;-;8;-;-;-;-;-
Novo Triunfo (BA);...;-;-;-;-;-;-;-;-;-;-;...;400;-;-;700;-;-;-;-;-;15;-;-;-;4500;-;-;-;-;-;-;-;-;-;-
Olindina (BA);...;-;-;-;6;-;-;-;-;-;-;...;180;-;-;952;-;-;-;-;-;500;-;-;-;3800;-;-;-;-;-;-;-;-;-;-
Oliveira dos Brejinhos (BA);...;-;-;-;1;-;-;-;-;-;-;...;-;-;-;800;-;-;-;-;-;140;4;150;-;850;-;-;-;-;-;-;-;-;-;-
Ourolândia (BA);...;-;-;-;1;-;-;-;-;-;-;...;-;-;-;1600;-;-;-;-;1300;-;-;-;-;1400;-;-;-;-;-;-;-;-;-;-
Palmas de Monte Alto (BA);...;-;1210;-;7;-;-;-;-;-;-;...;-;-;-;1600;-;-;-;-;-;120;-;100;-;200;-;-;-;890;-;-;-;-;-;-
Palmeiras (BA);...;-;-;-;37;-;-;-;8;8;-;...;-;-;-;192;-;-;-;-;15;25;-;25;-;250;-;-;-;-;50;-;-;-;-;-
Paramirim (BA);...;-;-;-;11;-;-;-;-;-;-;...;-;-;-;2100;-;-;-;-;-;150;100;20;-;600;-;-;-;-;1;-;-;-;-;-
Paratinga (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;1680;-;-;-;-;-;150;-;-;-;300;-;-;-;22;-;-;-;-;-;-
Paripiranga (BA);...;-;-;-;10;-;10;-;-;-;-;...;-;-;-;600;-;-;-;-;-;42;3;-;-;28500;-;-;-;-;-;-;-;-;-;-
Paulo Afonso (BA);...;-;-;-;18;-;-;-;-;-;-;...;-;-;-;3455;-;-;-;-;-;-;5;46;2;4659;-;-;-;-;-;-;-;-;-;1
Pé de Serra (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;467;-;-;-;-;-;6;-;-;-;467;-;-;-;-;-;-;-;-;-;-
Pedro Alexandre (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;1390;-;-;-;-;-;5;-;-;-;8250;-;-;-;-;-;-;-;-;-;-
Piatã (BA);...;-;-;-;10;-;-;-;1040;1040;-;...;-;-;-;350;-;-;-;-;-;150;-;-;-;200;-;-;-;-;10;-;-;-;-;-
Pilão Arcado (BA);...;-;-;-;1;1;-;-;-;-;-;...;-;-;-;2800;-;-;-;-;-;350;-;350;-;650;-;-;-;-;-;-;-;-;-;-
Pindaí (BA);...;-;92;-;4;-;-;-;-;-;-;...;-;-;-;1800;-;-;-;-;-;50;-;-;-;600;-;-;-;1600;-;-;-;-;-;-
Pindobaçu (BA);...;-;-;-;38;4;-;-;-;-;-;...;-;-;-;850;-;-;-;-;15;400;1;30;-;730;-;-;-;-;-;-;-;-;-;-
Pintadas (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;350;-;-;-;-;-;-;-;-;-;350;-;-;-;-;-;-;-;-;-;-
Piripá (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;400;-;-;-;-;-;60;-;-;-;260;-;-;-;-;-;-;-;-;-;-
Piritiba (BA);...;-;-;-;4;-;-;-;-;-;-;...;-;-;-;900;-;-;-;-;-;200;-;15;-;180;-;-;-;-;14;-;-;-;-;-
Planaltino (BA);...;-;-;-;3;-;-;-;2;2;-;...;-;-;-;8;-;-;-;-;40;35;-;10;-;8;-;-;-;-;2;-;-;-;-;-
Planalto (BA);...;-;-;-;100;45;-;-;2250;2250;-;...;-;-;-;1376;-;-;-;-;-;350;-;4;-;655;-;-;-;-;24;-;-;-;-;-
Poções (BA);...;-;-;-;130;30;-;-;780;780;-;...;-;-;-;560;-;-;-;-;3;196;-;-;-;560;-;-;-;-;85;-;-;-;-;-
Ponto Novo (BA);...;-;-;-;130;4;-;-;-;-;-;...;-;-;-;800;-;-;-;-;80;180;35;20;-;440;-;-;-;-;3;-;-;-;-;-
Potiraguá (BA);...;-;-;-;6;-;-;30;-;-;-;...;-;-;-;10;-;-;-;-;-;8;-;-;-;8;-;-;-;-;-;-;-;-;-;-
Presidente Dutra (BA);...;-;-;-;3;-;-;-;-;-;-;...;-;-;-;238;-;-;-;-;1000;40;-;-;-;760;-;-;-;120;-;-;-;-;-;-
Presidente Jânio Quadros (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;1000;-;-;-;-;-;200;3;23;-;480;-;-;-;4;-;-;-;-;-;-
Queimadas (BA);...;-;-;-;4;-;-;-;-;-;-;...;-;-;-;1530;-;-;-;-;-;80;-;5;-;1650;-;-;-;-;-;-;-;-;-;-
Quijingue (BA);...;-;-;-;-;-;-;-;-;-;-;...;50;-;-;10000;-;-;-;-;-;290;-;-;-;15000;-;-;-;-;-;-;-;-;-;-
Quixabeira (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;400;-;-;-;-;10;50;-;-;-;400;-;-;-;-;-;-;-;-;-;-
Rafael Jambeiro (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;1600;-;-;-;-;-;-;-;-;-;1600;-;-;-;-;-;-;-;-;-;-
Remanso (BA);...;-;-;-;4;-;-;-;-;-;-;...;-;-;-;1600;-;-;-;-;-;150;-;450;-;200;-;-;-;-;1;-;-;-;-;-
Retirolândia (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;500;-;-;-;-;-;60;-;-;-;500;-;-;-;-;-;-;-;-;-;-
Riachão das Neves (BA);...;-;32895;-;853;-;-;31;-;-;-;...;-;-;-;5500;-;-;-;-;30;180;4;67;-;12200;-;-;125000;200;6;1900;-;-;-;-
Riachão do Jacuípe (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;333;-;-;-;-;-;1;-;-;-;333;-;-;-;-;-;-;-;-;-;-
Riacho de Santana (BA);...;-;-;-;6;-;-;-;-;-;-;...;-;-;-;1800;-;-;-;-;165;220;-;-;-;1000;-;-;-;120;-;-;-;-;-;-
Ribeira do Amparo (BA);...;-;-;50;45;-;-;-;-;-;-;...;280;-;-;2100;-;-;-;-;-;70;2;136;1300;4000;-;-;-;-;-;-;-;-;-;-
Ribeira do Pombal (BA);...;-;-;-;8;-;-;-;-;-;-;...;2300;-;-;800;-;-;-;-;-;300;7;100;-;2900;-;-;-;-;-;-;-;-;-;-
Ribeirão do Largo (BA);...;-;-;-;190;-;-;50;1400;1400;-;...;-;-;-;300;-;-;-;-;-;300;-;-;-;360;-;-;-;-;-;-;-;-;-;-
Rio de Contas (BA);...;-;-;-;30;-;-;-;300;300;-;...;-;-;-;430;-;-;-;-;-;20;900;30;-;380;-;-;-;-;-;-;-;-;-;-
Rio do Antônio (BA);...;-;10;-;15;-;-;-;-;-;-;...;-;-;-;600;-;-;-;-;-;100;-;-;-;150;-;-;-;-;-;-;-;-;-;-
Rio do Pires (BA);...;-;-;-;2;-;-;-;-;-;-;...;-;-;-;750;-;-;-;-;-;40;1;-;-;500;-;-;-;-;-;-;-;-;-;-
Rodelas (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;-;-;-;-;-;-;75;80;50;-;-;-;-;-;-;-;-;-;-;-
Ruy Barbosa (BA);...;-;-;6;1;-;-;-;10;10;-;...;-;-;-;220;-;-;-;-;-;85;-;5;-;240;-;-;-;-;-;-;-;-;-;-
Santa Bárbara (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;800;-;-;-;-;-;30;-;-;-;500;-;-;-;-;-;-;-;-;-;-
Santa Brígida (BA);...;-;-;-;-;-;-;-;-;-;-;...;85;-;-;1500;-;-;-;-;-;35;-;-;-;2000;-;-;-;-;-;-;-;-;-;-
Santa Inês (BA);...;-;-;-;4;-;-;-;10;10;-;...;-;-;-;2;-;-;-;-;-;50;-;5;-;35;-;-;-;-;-;-;-;-;-;-
Santaluz (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;1152;-;-;-;-;-;12;-;-;-;1152;-;-;-;-;-;-;-;-;-;-
Santa Maria da Vitória (BA);...;-;-;-;32;-;-;-;-;-;-;...;-;-;-;1414;-;-;-;-;-;160;64;60;-;1950;-;-;-;-;-;-;-;-;-;-
Santana (BA);...;-;1500;-;30;-;-;-;-;-;-;...;-;-;-;450;-;-;-;-;-;200;-;-;-;780;-;-;2000;25;-;-;-;-;-;-
Santanópolis (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;800;-;-;-;-;-;50;-;-;-;700;-;-;-;-;-;-;-;-;-;-
Santa Rita de Cássia (BA);...;-;-;-;8;-;-;-;-;-;-;...;-;-;-;1600;-;-;-;-;-;180;-;150;-;1500;-;-;800;320;-;-;-;-;-;-
Santa Terezinha (BA);...;-;-;5;8;5;-;-;-;-;-;...;-;-;-;98;-;-;-;-;-;150;-;-;-;90;-;-;-;-;-;-;-;-;-;1
Santo Estêvão (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;3450;-;-;-;-;-;100;-;-;-;3200;-;-;-;-;-;-;-;-;-;-
São Desidério (BA);...;-;107647;-;6;-;-;-;2200;2200;-;...;-;-;-;11515;-;-;-;-;-;425;3;850;-;43500;-;-;384400;18900;-;-;-;-;-;-
São Domingos (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;152;-;-;-;-;-;-;-;-;-;152;-;-;-;-;-;-;-;-;-;-
São Félix do Coribe (BA);...;-;-;-;175;-;-;-;-;-;-;...;-;-;-;730;-;-;-;-;-;60;250;100;-;510;-;-;-;-;-;-;-;-;-;-
São Gabriel (BA);...;-;-;-;4;-;-;-;-;-;-;...;-;-;-;230;-;-;-;-;2000;60;-;-;-;1160;-;-;-;320;15;-;-;-;-;-
São Gonçalo dos Campos (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;500;-;-;-;-;-;400;-;-;-;500;-;-;-;-;-;-;-;-;-;-
São José do Jacuípe (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;60;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Sátiro Dias (BA);...;-;-;25;-;45;-;-;-;-;-;...;260;-;-;3125;-;-;-;-;-;400;-;400;-;7565;-;-;-;-;20;-;-;-;-;-
Saúde (BA);...;-;-;-;45;-;-;-;-;-;-;...;-;-;-;300;-;-;-;-;60;100;-;-;-;400;-;-;-;-;-;-;-;-;-;-
Seabra (BA);...;-;-;-;106;-;-;-;1400;1400;-;...;-;-;-;563;-;-;-;-;55;450;-;44;-;600;-;-;-;-;82;-;-;-;-;-
Sebastião Laranjeiras (BA);...;-;78;-;180;-;-;-;-;-;-;...;-;-;-;700;-;-;-;-;-;125;55;25;-;400;-;-;-;345;-;-;-;-;-;-
Senhor do Bonfim (BA);...;-;-;-;60;4;-;-;2;2;-;...;-;-;-;1500;-;-;-;-;60;70;3;10;-;1350;-;-;-;-;-;-;-;-;-;-
Serra do Ramalho (BA);...;-;1658;-;630;-;-;-;-;-;-;...;-;-;-;1000;-;-;-;-;3;40;-;-;-;950;-;-;4000;700;-;-;-;-;-;-
Sento Sé (BA);...;-;-;-;70;-;-;-;-;-;-;...;-;-;-;1024;-;-;-;-;-;156;1055;90;95;1553;-;-;-;-;16;-;-;-;-;5
Serra Dourada (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;210;-;-;-;-;-;135;-;-;-;600;-;-;-;-;-;-;-;-;-;-
Serra Preta (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;776;-;-;-;-;-;-;-;-;-;776;-;-;-;-;-;-;-;-;-;-
Serrinha (BA);...;-;-;15;-;15;-;-;-;-;-;...;10;-;-;2055;-;-;-;-;-;167;5;-;-;2500;-;-;-;-;-;-;-;-;-;-
Serrolândia (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;200;-;-;-;-;50;100;-;-;-;400;-;-;-;-;-;-;-;-;-;-
Sítio do Mato (BA);...;-;-;-;5;-;-;-;-;-;-;...;-;-;-;1000;-;-;-;-;-;130;1;-;-;700;-;-;270;40;-;-;-;-;-;-
Sítio do Quinto (BA);...;-;-;-;-;-;-;-;-;-;-;...;140;-;-;1280;-;-;-;-;-;25;-;-;-;8000;-;-;-;-;-;-;-;-;-;-
Sobradinho (BA);...;-;-;-;25;-;-;-;-;-;-;...;-;-;-;153;-;-;-;-;-;40;400;245;180;166;-;-;-;-;-;-;-;-;-;5
Souto Soares (BA);...;-;-;-;4;-;-;-;100;100;-;...;-;-;-;446;-;-;-;-;2020;850;-;13;-;2160;-;-;-;-;7;-;-;-;-;-
Tabocas do Brejo Velho (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;200;-;-;-;-;-;150;-;-;-;500;-;-;1850;-;-;-;-;-;-;-
Tanhaçu (BA);...;-;150;-;30;-;-;-;100;100;-;...;-;-;-;1100;-;-;-;-;-;80;220;700;-;200;-;-;-;-;-;-;-;-;-;-
Tanque Novo (BA);...;-;-;-;4;-;-;-;-;-;-;...;-;-;-;1000;-;-;-;-;-;400;-;20;-;500;-;-;-;-;-;-;-;-;-;-
Tanquinho (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;990;-;-;-;-;-;1;-;-;-;990;-;-;-;-;-;-;-;-;-;-
Tapiramutá (BA);...;-;-;-;90;-;-;-;410;410;-;...;-;-;-;920;-;-;-;-;20;170;-;-;-;500;-;-;-;-;-;-;-;-;-;-
Teofilândia (BA);...;-;-;3;-;20;-;-;-;-;-;...;30;-;-;1017;-;-;-;-;-;145;-;-;-;1200;-;-;-;-;-;-;-;-;-;-
Tremedal (BA);...;-;-;-;4;-;-;-;10;10;-;...;-;-;-;1000;-;-;-;-;-;270;-;5;-;700;-;-;-;-;-;-;-;-;-;-
Tucano (BA);...;-;-;-;20;-;-;-;-;-;-;...;800;-;-;3800;-;-;-;-;-;107;10;800;-;15000;-;-;-;-;-;-;-;-;-;-
Uauá (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;3770;-;-;-;-;-;52;-;10;-;3770;-;-;-;-;-;-;-;-;-;-
Ubaíra (BA);...;-;-;12;1500;-;-;3500;18;18;-;...;-;-;-;70;-;40;-;-;-;70;3;2;-;30;-;5;-;-;5;-;-;-;-;-
Uibaí (BA);...;-;-;-;36;-;-;-;-;-;-;...;-;-;-;167;-;-;-;-;2000;80;8;25;-;1160;-;-;-;80;-;-;-;-;-;-
Umburanas (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;1000;-;-;-;-;350;250;-;-;-;1000;-;-;-;-;-;-;-;-;-;-
Urandi (BA);...;-;39;-;320;-;-;-;10;10;-;...;-;-;-;1200;-;-;-;-;-;50;40;-;-;430;-;-;-;-;-;-;-;-;-;-
Utinga (BA);...;-;-;-;600;-;-;25;300;300;-;...;-;-;-;60;-;-;-;-;-;350;-;-;-;-;-;15;-;-;15;-;-;-;-;-
Valente (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;600;-;-;-;-;-;25;-;-;-;600;-;-;-;-;-;-;-;-;-;-
Várzea da Roça (BA);...;-;-;-;7;30;-;-;-;-;-;...;-;-;-;1504;-;-;-;-;-;-;8;-;-;1500;-;-;-;-;-;-;-;-;-;-
Várzea do Poço (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;800;-;-;-;-;-;100;-;-;-;900;-;-;-;-;-;-;-;-;-;-
Várzea Nova (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;150;-;-;-;-;70;-;-;50;-;300;-;-;-;-;50;-;-;-;-;-
Vitória da Conquista (BA);...;-;-;-;40;-;-;-;5700;5700;-;...;-;-;-;1200;-;-;-;-;-;2200;-;75;-;900;-;-;-;-;-;-;-;-;30;-
Wagner (BA);...;-;-;-;550;-;-;-;38;38;-;...;-;-;-;60;-;-;-;-;15;60;3;8;-;200;-;-;-;-;7;-;-;-;-;-
Wanderley (BA);...;-;1030;-;-;-;-;-;-;-;-;...;-;-;-;240;-;-;-;-;-;110;-;30;-;800;-;-;-;1800;-;-;-;-;-;-
Xique-Xique (BA);...;-;-;-;19;-;-;-;-;-;-;...;-;-;-;300;-;-;-;-;10;200;40;200;-;700;-;-;-;20;1;-;-;-;-;-
Açucena (MG);...;-;-;5;37;-;-;-;8;8;-;...;-;-;-;280;-;-;-;-;-;4;-;-;-;250;-;-;-;-;-;-;-;-;-;-
Água Boa (MG);...;-;-;5;120;1;-;-;2400;2200;200;...;-;-;-;800;-;-;-;-;-;57;-;1;-;1000;-;9;-;-;28;-;-;-;-;-
Águas Formosas (MG);...;-;-;-;5;-;-;-;-;-;-;...;-;-;-;50;-;-;-;-;-;300;-;-;-;40;-;8;-;-;-;-;-;-;-;-
Águas Vermelhas (MG);...;-;-;1;60;2;-;-;788;780;8;...;-;-;-;430;-;-;-;-;-;350;-;5;-;400;-;-;-;-;-;-;-;-;-;-
Aimorés (MG);...;-;-;-;50;-;-;8;1365;430;935;...;-;-;-;260;-;-;-;-;-;25;10;-;-;550;-;7;-;-;65;-;-;-;-;-
Almenara (MG);...;-;-;-;40;2;-;50;75;50;25;...;-;-;-;300;-;-;-;-;-;125;1;1;-;250;-;-;-;-;-;-;-;-;1;-
Alpercata (MG);...;-;-;-;4;4;-;-;-;-;-;...;-;-;-;-;-;-;-;-;-;10;2;-;-;250;-;2;-;-;2;-;-;-;-;-
Alvarenga (MG);...;-;-;-;19;-;-;-;688;680;8;...;-;-;-;50;-;-;-;-;-;8;-;-;-;40;-;-;-;-;-;-;-;-;-;-
Cachoeira de Pajeú (MG);...;-;-;2;8;-;-;-;5;5;-;...;-;-;-;400;-;-;-;-;-;90;1;-;-;250;-;-;-;-;-;-;-;-;3;-
Araçuaí (MG);...;-;-;8;374;1;-;-;-;-;-;...;-;-;-;556;-;-;-;-;-;247;26;10;-;1000;-;5;-;-;3;-;-;-;-;-
Arinos (MG);...;-;-;-;3;-;-;-;-;-;-;...;-;-;-;2200;-;-;-;-;-;120;-;10;-;5200;-;-;8000;500;1;-;-;-;-;-
Ataléia (MG);...;-;-;1;27;-;-;-;74;70;4;...;-;-;-;160;-;-;-;-;-;90;-;1;-;100;-;25;-;-;1;-;-;-;-;-
Bandeira (MG);...;-;-;-;8;-;-;25;40;40;-;...;-;-;-;50;-;-;-;-;-;60;-;-;-;30;-;-;-;-;-;-;-;-;-;-
Berilo (MG);...;-;-;14;18;-;-;-;176;176;-;...;-;-;-;80;-;-;-;-;-;30;-;1;-;500;-;-;-;-;-;-;-;-;-;2
Bertópolis (MG);...;-;-;-;-;-;-;-;1;-;1;...;-;-;-;23;-;-;-;-;-;55;-;-;-;30;-;-;-;-;-;-;-;-;-;-
Berizal (MG);...;-;-;-;10;-;-;-;310;310;-;...;-;-;-;120;-;-;-;-;-;40;-;-;-;80;-;-;-;-;-;-;-;-;-;-
Bocaiúva (MG);...;-;-;5;78;1;-;-;160;160;-;...;-;-;-;912;-;-;-;-;-;130;3;1;-;1800;-;32;-;-;3;-;-;-;1;3
Bonfinópolis de Minas (MG);...;-;-;-;1;-;-;-;730;730;-;...;-;-;-;3500;-;-;-;-;-;13;-;-;-;19500;-;-;25000;200;-;-;-;-;-;-
Bonito de Minas (MG);...;-;-;-;4;-;-;-;-;-;-;...;-;-;-;420;-;-;-;-;-;400;-;4;-;450;-;-;-;-;-;-;-;-;-;-
Botumirim (MG);...;-;-;3;30;-;-;-;29;29;-;...;-;-;-;470;-;-;-;-;-;75;2;8;-;200;-;-;-;15;1;-;-;-;-;-
Brasília de Minas (MG);...;-;-;3;-;-;-;-;-;-;-;...;-;-;-;370;-;-;-;-;-;258;-;12;-;1000;-;-;-;50;-;-;-;-;-;-
Braúnas (MG);...;-;-;2;13;25;2;-;-;-;-;...;-;-;-;250;-;-;-;-;-;2;-;2;-;200;-;-;-;-;1;-;-;-;-;-
Buritizeiro (MG);...;-;1698;-;7;-;-;-;1170;1170;-;...;-;-;-;1030;-;-;-;-;-;150;-;20;-;5800;-;-;21060;-;2;700;-;-;-;8
Campanário (MG);...;-;-;-;2;-;-;-;-;-;-;...;-;-;-;16;-;-;-;-;-;6;-;-;-;40;-;-;-;-;-;-;-;-;-;-
Campo Azul (MG);...;-;-;4;-;-;-;-;-;-;-;...;-;-;-;250;-;-;-;-;-;65;-;-;-;200;-;-;-;-;1;-;-;-;-;-
Cantagalo (MG);...;-;-;-;24;-;-;-;-;-;-;...;-;-;-;30;-;-;-;-;-;1;-;-;-;100;-;-;-;-;-;-;-;-;-;-
Capitão Andrade (MG);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;-;-;-;-;-;7;-;-;-;32;-;-;-;-;-;-;-;-;-;-
Capitão Enéas (MG);...;-;-;-;590;-;-;-;10;10;-;...;-;-;-;80;-;-;-;-;-;15;-;6;-;410;-;-;-;15;2;-;-;-;1;-
Caraí (MG);...;-;-;5;55;1;-;-;450;450;-;...;-;-;-;350;-;-;-;-;-;250;-;-;-;110;-;-;-;-;2;-;-;-;7;-
Carlos Chagas (MG);...;-;-;-;6;1;-;-;-;-;-;...;-;-;-;10;-;-;-;-;-;90;1;-;-;13;-;-;-;-;-;-;-;-;3;-
Carmésia (MG);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;25;-;-;-;-;-;3;-;-;-;50;-;-;-;-;-;-;-;-;-;-
Catuji (MG);...;-;-;-;25;-;-;-;65;65;-;...;-;-;-;70;-;-;-;-;-;190;-;-;-;30;-;-;-;-;3;-;-;-;13;-
Catuti (MG);...;-;90;-;-;-;-;-;-;-;-;...;-;-;-;190;-;-;-;-;-;3;-;-;-;200;-;-;-;50;-;-;-;-;-;-
Central de Minas (MG);...;-;-;-;6;-;-;-;9;6;3;...;-;-;-;29;-;-;-;-;-;30;-;-;-;72;-;3;-;-;-;-;-;-;-;-
Chapada do Norte (MG);...;-;-;7;5;-;-;-;-;-;-;...;-;-;-;110;-;-;-;-;-;20;-;2;-;280;-;-;-;-;-;-;-;-;-;-
Chapada Gaúcha (MG);...;-;-;2;2;-;-;-;-;-;-;...;-;-;-;600;-;-;-;-;-;350;-;5;-;950;-;-;22500;30;-;-;-;-;-;-
Comercinho (MG);...;-;-;-;-;-;-;-;17;17;-;...;-;-;-;550;-;-;-;-;-;50;-;1;-;225;-;-;-;-;-;-;-;-;-;-
Cônego Marinho (MG);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;170;-;-;-;-;-;180;-;5;-;300;-;-;-;-;-;-;-;-;-;-
Conselheiro Pena (MG);...;-;-;-;25;-;-;-;3610;3100;510;...;-;-;-;60;-;-;-;-;-;12;12;-;-;500;-;-;-;-;-;-;-;-;-;-
Coração de Jesus (MG);...;-;-;15;15;2;-;-;9;9;-;...;-;-;-;3350;-;-;-;-;-;380;-;3;-;7000;-;-;-;85;40;-;-;-;-;-
Coroaci (MG);...;-;-;3;25;-;-;-;82;70;12;...;-;-;-;70;-;-;-;-;-;13;-;-;-;80;-;-;-;-;8;-;-;-;-;-
Coronel Murta (MG);...;-;-;-;1;1;-;-;-;-;-;...;-;-;-;130;-;-;-;-;-;40;1;-;-;200;-;-;-;-;-;-;-;-;-;-
Crisólita (MG);...;-;-;-;1;-;-;-;-;-;-;...;-;-;-;160;-;-;-;-;-;70;-;-;-;100;-;6;-;-;-;-;-;-;-;-
Cristália (MG);...;-;-;16;3;-;-;-;7;3;4;...;-;-;-;270;-;-;-;-;-;52;2;2;-;350;-;-;-;-;1;-;-;-;-;-
